作者,詩歌數量,總字符數,平均每首詩字符數,1gram詞彙數,2gram詞彙數,3gram詞彙數,4gram詞彙數
可隆著,1,11,11.0,11,10,9,8
神迥著,1,11,11.0,11,10,9,8
唐末僧著,1,23,23.0,23,22,21,20
吳越僧著,1,384,384.0,50,50,50,50
南唐失名僧著,1,21,21.0,19,20,19,18
無名釋著,1,32,32.0,28,30,30,29
水心寺僧著,1,24,24.0,23,23,22,21
慈恩寺沙門著,1,48,48.0,44,44,44,44
文鑒著,1,36,36.0,27,32,32,32
若水著,1,48,48.0,43,44,44,44
常雅著,1,36,36.0,28,32,32,32
修雅著,1,601,601.0,50,50,50,50
法輪著,1,115,115.0,50,50,50,50
釋彪著,1,44,44.0,40,41,42,41
玄寶著,1,42,42.0,39,41,40,39
尚志著,1,48,48.0,41,43,44,44
智遠著,1,44,44.0,40,42,42,41
隱求著,1,24,24.0,23,23,22,21
曇翼著,1,55,55.0,46,50,50,50
清尚著,1,44,44.0,41,42,42,41
無作著,1,24,24.0,24,23,22,21
謙光著,1,48,48.0,43,44,44,44
文益著,1,48,48.0,42,43,44,44
元寂著,1,23,23.0,19,21,21,20
韓雄著,1,48,48.0,43,44,44,44
李潛著,1,64,64.0,50,50,50,50
殷陶著,1,64,64.0,50,50,50,50
於經野著,1,48,48.0,43,44,44,44
源光裕著,1,40,40.0,34,36,36,36
李恒著,1,48,48.0,43,44,44,44
張景源著,1,48,48.0,44,44,44,44
周利用著,1,48,48.0,43,44,44,44
李從遠著,1,48,48.0,41,43,44,44
孫佺著,1,48,48.0,44,44,44,44
樊忱著,1,48,48.0,44,44,44,44
麹瞻著,1,48,48.0,43,44,44,44
畢幹泰著,1,48,48.0,43,44,44,44
王景著,1,48,48.0,44,44,44,44
辛替否著,1,48,48.0,44,44,44,44
李咸著,1,48,48.0,43,44,44,44
韋抗著,1,72,72.0,50,50,50,50
鄭南金著,1,48,48.0,43,44,44,44
陸景初著,1,48,48.0,43,44,44,44
竇希玠著,1,48,48.0,42,44,44,44
吳兢著,1,96,96.0,50,50,50,50
寇泚著,1,69,69.0,50,50,50,50
洪子輿著,1,92,92.0,50,50,50,50
李如璧著,1,153,153.0,50,50,50,50
李澄之著,1,48,48.0,41,43,44,44
元希聲著,1,312,312.0,50,50,50,50
郭利貞著,1,44,44.0,41,42,42,41
李行言著,1,72,72.0,50,50,50,50
劉升著,1,72,72.0,50,50,50,50
李暠著,1,72,72.0,50,50,50,50
鄭蜀賓著,1,23,23.0,23,22,21,20
徐仁友著,1,48,48.0,43,44,44,44
吳鞏著,1,46,46.0,41,43,43,43
梁升卿著,1,72,72.0,50,50,50,50
張漸著,1,115,115.0,50,50,50,50
元載著,1,36,36.0,31,32,32,32
厙狄履溫著,1,120,120.0,50,50,50,50
崔珪著,1,46,46.0,41,43,43,43
史青著,1,48,48.0,42,44,44,44
蔡希周著,1,64,64.0,50,50,50,50
盧崇道著,1,72,72.0,50,50,50,50
康庭芝著,1,44,44.0,42,42,42,41
蘇綰著,1,48,48.0,44,44,44,44
孫翃著,1,48,48.0,44,44,44,44
程行諶著,1,72,72.0,50,50,50,50
崔頌著,1,48,48.0,44,44,44,44
劉晃著,1,40,40.0,35,36,36,36
韓思複著,1,40,40.0,34,36,36,36
徐知仁著,1,120,120.0,50,50,50,50
崔禹錫著,1,120,120.0,50,50,50,50
房管著,1,120,120.0,50,50,50,50
崔尚著,1,72,72.0,50,50,50,50
崔沔著,1,72,72.0,50,50,50,50
宇文融著,1,96,96.0,50,50,50,50
裴光庭著,1,96,96.0,50,50,50,50
褚琇著,1,72,72.0,50,50,50,50
宋務光著,1,184,184.0,50,50,50,50
呂太一著,1,24,24.0,22,23,22,21
馮少吉著,1,36,36.0,30,32,32,32
邵升著,1,64,64.0,50,50,50,50
史俊著,1,110,110.0,50,50,50,50
姜皎著,1,62,62.0,50,50,50,50
薑晞著,1,62,62.0,50,50,50,50
劉友賢著,1,48,48.0,42,44,44,44
郎餘令著,1,48,48.0,43,44,44,44
高紹著,1,48,48.0,44,44,44,44
徐皓著,1,48,48.0,43,44,44,44
王茂時著,1,48,48.0,44,44,44,44
周彥昭著,1,48,48.0,42,44,44,44
席元明著,1,56,56.0,49,50,50,50
唐遠悊著,1,48,48.0,41,44,44,44
蔣挺著,1,40,40.0,32,36,36,36
喬侃著,1,62,62.0,50,50,50,50
何鸞著,1,40,40.0,33,36,36,36
崔玄童著,1,40,40.0,35,36,36,36
李夔著,1,48,48.0,41,44,44,44
田遊岩著,1,72,72.0,50,50,50,50
辛常伯著,1,455,455.0,50,50,50,50
邵大震著,1,36,36.0,28,31,32,32
王勔著,1,48,48.0,44,44,44,44
崔滌著,1,36,36.0,27,30,31,32
狄仁傑著,1,64,64.0,50,50,50,50
賀敱著,1,110,110.0,50,50,50,50
薛昚惑著,1,48,48.0,44,44,44,44
楊敬述著,1,64,64.0,50,50,50,50
張垍著,1,48,48.0,44,44,44,44
房融著,1,48,48.0,44,44,44,44
楊重玄著,1,24,24.0,24,23,22,21
張楚金著,1,70,70.0,50,50,50,50
鄭遂初著,1,46,46.0,41,43,43,43
王紹宗著,1,36,36.0,29,33,33,33
司馬逸客著,1,350,350.0,50,50,50,50
牛鳳及著,1,62,62.0,50,50,50,50
王易從著,1,46,46.0,41,43,43,43
章玄同著,1,24,24.0,23,23,22,21
劉幽求著,1,22,22.0,22,21,20,19
袁恕己著,1,46,46.0,41,43,43,43
王晙著,1,40,40.0,34,36,36,36
朱使欣著,1,48,48.0,42,44,44,44
李伯魚著,1,48,48.0,30,44,44,44
魏奉古著,1,120,120.0,50,50,50,50
梁知微著,1,96,96.0,50,50,50,50
王熊著,1,96,96.0,50,50,50,50
陰行先著,1,48,48.0,43,44,44,44
丘悅著,1,36,36.0,35,35,34,33
鄭善玉著,1,40,40.0,34,36,36,36
張齊賢著,1,40,40.0,34,36,36,36
胡雄著,1,36,36.0,30,32,32,32
劉知幾著,1,48,48.0,42,44,44,44
祝欽明著,1,40,40.0,33,36,36,36
閭丘均著,1,69,69.0,50,50,50,50
富嘉謨著,1,168,168.0,50,50,50,50
裴士淹著,1,34,34.0,29,30,31,31
李元操著,1,96,96.0,50,50,50,50
顧朝陽著,1,46,46.0,42,43,43,43
苗晉卿著,1,96,96.0,50,50,50,50
魏萬著,1,288,288.0,50,50,50,50
于逖著,1,82,82.0,50,50,50,50
於逖著,1,92,92.0,50,50,50,50
李峰著,1,48,48.0,44,44,44,44
陳孫著,1,48,48.0,44,44,44,44
張偁著,1,36,36.0,29,32,32,32
段懷然著,1,36,36.0,32,32,32,32
元友讓著,1,72,72.0,50,50,50,50
蕭華著,1,96,96.0,50,50,50,50
趙居貞著,1,190,190.0,50,50,50,50
賈躭著,1,90,90.0,50,50,50,50
崔敏童著,1,36,36.0,28,30,32,32
崔成甫著,1,36,36.0,32,32,32,32
崔惠童著,1,36,36.0,30,32,32,32
鄒象先著,1,24,24.0,23,23,22,21
宋華著,1,220,220.0,50,50,50,50
息夫牧著,1,108,108.0,50,50,50,50
沈東美著,1,144,144.0,50,50,50,50
田澄著,1,48,48.0,42,44,44,44
韋濟著,1,48,48.0,44,44,44,44
鄭虔著,1,22,22.0,22,21,20,19
滕珦著,1,72,72.0,50,50,50,50
袁邕著,1,38,38.0,34,34,34,34
蘇著,1,37,37.0,32,33,33,33
崔宗之著,1,182,182.0,50,50,50,50
郭受著,1,64,64.0,50,50,50,50
陶峴著,1,64,64.0,50,50,50,50
楊郇伯著,1,64,64.0,50,50,50,50
王濯著,1,72,72.0,50,50,50,50
鄭轅著,1,72,72.0,50,50,50,50
韓浚著,1,72,72.0,50,50,50,50
史延著,1,72,72.0,50,50,50,50
張莒著,1,72,72.0,50,50,50,50
張惟儉著,1,72,72.0,50,50,50,50
李竦著,1,72,72.0,50,50,50,50
崔琮著,1,72,72.0,50,50,50,50
朱宿著,1,96,96.0,50,50,50,50
鄭昈著,1,44,44.0,38,42,42,41
杜誦著,1,48,48.0,44,44,44,44
房孺複著,1,64,64.0,50,50,50,50
竇蒙著,1,69,69.0,50,50,50,50
鄭孺華著,1,72,72.0,50,50,50,50
於結著,1,71,71.0,50,50,50,50
綦毋誠著,1,48,48.0,44,44,44,44
呂牧著,1,72,72.0,50,50,50,50
張叔良著,1,72,72.0,50,50,50,50
潘炎著,1,96,96.0,50,50,50,50
王鋌著,1,64,64.0,50,50,50,50
韋元甫著,1,256,256.0,50,50,50,50
李陽冰著,1,24,24.0,22,22,22,21
古之奇著,1,69,69.0,50,50,50,50
王綽著,1,72,72.0,50,50,50,50
李岑1著,1,38,38.0,34,34,34,34
高傪著,1,38,38.0,34,34,34,34
敬括著,1,72,72.0,50,50,50,50
喬琳著,1,64,64.0,50,50,50,50
梁德裕著,1,120,120.0,50,50,50,50
朱斌著,1,22,22.0,21,21,20,19
鄭紹著,1,46,46.0,40,43,43,43
梁洽著,1,46,46.0,41,43,43,43
荊冬倩著,1,48,48.0,43,44,44,44
程彌綸著,1,51,51.0,42,48,49,48
王喬著,1,36,36.0,29,31,32,32
郭向著,1,24,24.0,23,23,22,21
黃麟著,1,48,48.0,43,44,44,44
杜儼著,1,34,34.0,29,31,31,31
柳渾著,1,32,32.0,28,29,30,29
孟彥深著,1,72,72.0,50,50,50,50
李曄2著,1,72,72.0,50,50,50,50
楊志堅著,1,60,60.0,50,50,50,50
庾光先著,1,64,64.0,50,50,50,50
閭丘曉著,1,46,46.0,42,43,43,43
張抃著,1,64,64.0,50,50,50,50
周萬著,1,48,48.0,42,44,44,44
王嶽靈著,1,66,66.0,50,50,50,50
楊顏著,1,44,44.0,39,41,42,41
崔亙著,1,44,44.0,41,42,42,41
趙驊著,1,48,48.0,43,44,44,44
苑鹹著,1,62,62.0,50,50,50,50
苑咸著,1,48,48.0,43,44,44,44
常非月著,1,48,48.0,43,44,44,44
張良璞著,1,88,88.0,50,50,50,50
孫欣著,1,48,48.0,43,44,44,44
王羨門著,1,48,48.0,43,44,44,44
王迥著,1,46,46.0,44,45,44,43
李穆著,1,36,36.0,31,32,32,32
鄒紹先著,1,36,36.0,31,33,33,33
李峴著,1,32,32.0,30,30,30,29
鄔載著,1,120,120.0,50,50,50,50
殷少野著,1,48,48.0,44,44,44,44
鄭愕著,1,48,48.0,43,44,44,44
姚發著,1,48,48.0,43,44,44,44
劉太沖著,1,48,48.0,44,44,44,44
元晟著,1,48,48.0,44,44,44,44
房白著,1,48,48.0,43,44,44,44
長孫鑄著,1,48,48.0,43,44,44,44
劉舟著,1,48,48.0,44,44,44,44
賈邕著,1,48,48.0,44,44,44,44
許瑤著,1,36,36.0,30,32,32,32
朱逵著,1,156,156.0,50,50,50,50
魯收著,1,184,184.0,50,50,50,50
竇冀著,1,247,247.0,50,50,50,50
王zr著,1,221,221.0,50,50,50,50
魏璀著,1,72,72.0,50,50,50,50
莊若訥著,1,72,72.0,50,50,50,50
李清著,1,36,36.0,28,30,31,32
楊賁著,1,44,44.0,39,42,42,41
李福業著,1,24,24.0,24,23,22,21
鄭惟忠著,1,24,24.0,24,23,22,21
許圉師著,1,24,24.0,24,23,22,21
張易之,1,70,70.0,50,50,50,50
鄭渥,1,14,14.0,14,13,12,11
于武陵,1,40,40.0,38,39,38,37
鮑氏君徽,1,60,60.0,50,50,50,50
崔融,1,40,40.0,39,39,38,37
余延壽,1,80,80.0,50,50,50,50
張九齡,1,40,40.0,39,39,38,37
歐陽瑾,1,40,40.0,39,39,38,37
韋承慶,1,40,40.0,40,39,38,37
劉憲,1,40,40.0,40,39,38,37
劉濟,1,80,80.0,50,50,50,50
王之渙,1,28,28.0,28,27,26,25
陳子昂,1,60,60.0,50,50,50,50
紀唐夫,1,14,14.0,14,13,12,11
賈馳,1,30,30.0,27,29,28,27
于濆,1,50,50.0,41,47,47,47
張循之,1,40,40.0,39,39,38,37
張昭,1,32,32.0,31,31,30,29
張袞,1,32,32.0,28,31,30,29
趙光逢,1,160,160.0,50,50,50,50
裴度,1,32,32.0,31,31,30,29
孟簡,1,32,32.0,32,31,30,29
李逢吉,1,32,32.0,30,31,30,29
杜羔,1,32,32.0,32,31,30,29
歸登,1,32,32.0,31,31,30,29
秦韜玉,1,56,56.0,50,50,50,50
劉昚虛,1,40,40.0,40,39,38,37
裴交泰,1,28,28.0,27,27,26,25
程氏長文,1,40,40.0,40,39,38,37
吳少微,1,60,60.0,50,50,50,50
雍陶,1,80,80.0,50,50,50,50
姚氏月華,1,56,56.0,50,50,50,50
劉義,1,40,40.0,34,38,38,37
劉元濟,1,40,40.0,40,39,38,37
張汯,1,28,28.0,27,27,26,25
薛奇童,1,80,80.0,50,50,50,50
子蘭,1,60,60.0,45,50,50,50
杜頠,1,180,180.0,50,50,50,50
厲玄,1,90,90.0,50,50,50,50
陶翰,1,14,14.0,14,13,12,11
朱放,1,20,20.0,20,19,18,17
丁仙芝,1,40,40.0,40,39,38,37
朱光弼,1,28,28.0,28,27,26,25
吳燭,1,40,40.0,40,39,38,37
歐陽詹,1,30,30.0,30,29,28,27
張氏琰,1,28,28.0,28,27,26,25
鄭愔,1,60,60.0,50,50,50,50
陳昭,1,40,40.0,38,39,38,37
東方虯,1,40,40.0,40,39,38,37
顧朝陽,1,40,40.0,40,39,38,37
梁獻,1,40,40.0,38,39,38,37
李彥暐,1,100,100.0,50,50,50,50
常建,1,90,90.0,50,50,50,50
馮伉,1,32,32.0,30,31,30,29
陳京,1,32,32.0,31,31,30,29
許孟容,1,32,32.0,31,31,30,29
蕭妃,1,30,30.0,29,29,28,27
韓休,1,28,28.0,28,27,26,25
劉晃,1,32,32.0,27,30,30,29
盧從願,1,32,32.0,32,31,30,29
韓思複,1,40,40.0,39,39,38,37
王繼鵬,1,28,28.0,28,27,26,25
孟昶,1,14,14.0,14,13,12,11
錢俶,1,14,14.0,14,13,12,11
李建,1,14,14.0,14,13,12,11
李從謙,1,40,40.0,37,39,38,37
李從善,1,179,179.0,50,50,50,50
李昪,1,28,28.0,28,27,26,25
宋若憲,1,60,60.0,50,50,50,50
祝欽明,1,32,32.0,31,31,30,29
宋若昭,1,60,60.0,50,50,50,50
宋若華,1,28,28.0,28,27,26,25
宜芬公主,1,40,40.0,40,39,38,37
李禕,1,79,79.0,50,50,50,50
李貞,1,50,50.0,50,49,48,47
李元嘉,1,70,70.0,50,50,50,50
江妃,1,28,28.0,28,27,26,25
楊玉環,1,28,28.0,26,27,26,25
長孫氏,1,14,14.0,14,13,12,11
李曄1,1,14,14.0,12,13,12,11
李旦,1,55,55.0,50,50,50,50
王晙,1,32,32.0,30,31,30,29
崔玄童,1,32,32.0,32,31,30,29
賈曾,1,32,32.0,29,31,30,29
何鸞,1,32,32.0,32,31,30,29
員半千,1,40,40.0,40,39,38,37
劉子玄,1,40,40.0,40,39,38,37
胡雄,1,40,40.0,39,39,38,37
薛稷,1,32,32.0,32,31,30,29
鄭善玉,1,32,32.0,32,31,30,29
張齊賢,1,32,32.0,30,31,30,29
丘說,1,32,32.0,30,31,30,29
蕭仿,1,32,32.0,32,31,30,29
夏侯孜,1,28,28.0,28,27,26,25
李回,1,16,16.0,16,15,14,13
牛僧孺,1,96,96.0,50,50,50,50
段文昌,1,32,32.0,30,31,30,29
鄭絪,1,32,32.0,32,31,30,29
鄭餘慶,1,32,32.0,32,31,30,29
劉晏,1,32,32.0,32,31,30,29
裴璀,1,32,32.0,32,31,30,29
薑晞,1,32,32.0,32,31,30,29
崔日用,1,32,32.0,30,31,30,29
姜皎,1,32,32.0,32,31,30,29
盧懷慎,1,40,40.0,40,39,38,37
蔡孚,1,32,32.0,32,31,30,29
姚崇,1,32,32.0,32,31,30,29
蔣挺,1,40,40.0,38,39,38,37
張修之,1,40,40.0,40,39,38,37
劉阜,1,28,28.0,24,27,26,25
許天正著,1,86,86.0,50,50,50,50
趙彥昭,1,28,28.0,27,27,26,25
沈叔安,1,14,14.0,14,13,12,11
楊續,1,60,60.0,50,50,50,50
褚遂良,1,60,60.0,50,50,50,50
劉洎,1,60,60.0,50,50,50,50
封行高,1,40,40.0,39,39,38,37
令狐德棻,1,40,40.0,40,39,38,37
于志寧,1,40,40.0,40,39,38,37
顏師古,1,40,40.0,38,39,38,37
陳陶,1,56,56.0,50,50,50,50
高駢,1,40,40.0,40,39,38,37
薛維翰,1,30,30.0,24,27,28,27
元結,1,116,116.0,50,50,50,50
趙中虛,1,80,80.0,50,50,50,50
崔液,1,100,100.0,50,50,50,50
吉中孚妻,1,20,20.0,20,19,18,17
滕潛,1,28,28.0,21,26,26,25
和凝,1,84,84.0,50,50,50,50
牛嶠,1,140,140.0,50,50,50,50
孫魴,1,140,140.0,50,50,50,50
韓琮,1,28,28.0,28,27,26,25
盧貞,1,28,28.0,27,27,26,25
李景伯,1,28,28.0,28,27,26,25
吳融,1,28,28.0,28,27,26,25
陸長源,1,20,20.0,20,19,18,17
何仲宣,1,14,14.0,14,13,12,11
楊浚,1,40,40.0,40,39,38,37
李華,1,40,40.0,40,39,38,37
郭正一著,1,48,48.0,44,44,44,44
劉懷一著,1,72,72.0,50,50,50,50
魏求己著,1,48,48.0,42,44,44,44
韓思彥著,1,72,72.0,50,50,50,50
賀遂亮著,1,72,72.0,50,50,50,50
徐珩著,1,48,48.0,43,44,44,44
薛克構著,1,62,62.0,50,50,50,50
蕭楚材著,1,62,62.0,50,50,50,50
鄭義真著,1,62,62.0,50,50,50,50
王德真著,1,62,62.0,50,50,50,50
裴守真著,1,144,144.0,50,50,50,50
胡元范著,1,144,144.0,50,50,50,50
張大安著,1,48,48.0,44,44,44,44
蕭德言,1,20,20.0,20,19,18,17
閻立本,1,34,34.0,27,29,29,29
歐陽詢,1,40,40.0,40,39,38,37
蕭翼,1,40,40.0,40,39,38,37
薛元超,1,70,70.0,50,50,50,50
來濟,1,20,20.0,20,19,18,17
毛明素,1,20,20.0,20,19,18,17
張文收,1,20,20.0,20,19,18,17
朱子奢,1,40,40.0,40,39,38,37
朱仲晦,1,120,120.0,50,50,50,50
杜之松,1,40,40.0,40,39,38,37
蔡允恭,1,40,40.0,38,39,38,37
權德輿,1,14,14.0,13,13,12,11
李章,1,20,20.0,18,19,18,17
李嘉佑,1,28,28.0,26,27,26,25
張柬之,1,40,40.0,39,39,38,37
閻朝隱,1,34,34.0,32,33,32,31
司空圖,1,40,40.0,39,39,38,37
司空曙,1,40,40.0,40,39,38,37
楊淩,1,28,28.0,28,27,26,25
梁氏瓊,1,40,40.0,39,39,38,37
崔塗,1,40,40.0,38,39,38,37
郎士元,1,60,60.0,50,50,50,50
鄒紹先,1,30,30.0,29,29,28,27
楊衡,1,20,20.0,20,19,18,17
賀知章,1,28,28.0,28,27,26,25
孟浩然,1,40,40.0,39,39,38,37
張若虛,1,42,42.0,31,41,40,39
田娥,1,20,20.0,20,19,18,17
張子容,1,60,60.0,50,50,50,50
薛耀,1,20,20.0,20,19,18,17
柯崇,1,56,56.0,50,50,50,50
王諲,1,40,40.0,36,39,38,37
王沈,1,28,28.0,26,27,26,25
張烜,1,40,40.0,40,39,38,37
嚴識玄,1,40,40.0,38,39,38,37
劉氏媛,1,56,56.0,50,50,50,50
鄭穀,1,56,56.0,50,50,50,50
高蟾,1,42,42.0,41,41,40,39
齊浣,1,40,40.0,37,39,38,37
李希仲,1,80,80.0,50,50,50,50
武平一,1,120,120.0,50,50,50,50
盧弼,1,14,14.0,14,13,12,11
王貞白,1,40,40.0,40,39,38,37
王訓,1,40,40.0,39,39,38,37
萬楚,1,70,70.0,50,50,50,50
張潮,1,120,120.0,50,50,50,50
趙微明,1,40,40.0,35,39,38,37
張彪,1,40,40.0,39,39,38,37
姚系,1,40,40.0,38,39,38,37
常理,1,60,60.0,50,50,50,50
王縉,1,40,40.0,38,38,38,37
賀蘭進明,1,56,56.0,50,50,50,50
張紘,1,15,15.0,15,14,13,12
張繼,1,20,20.0,19,19,18,17
雍裕之,1,20,20.0,19,19,18,17
盧仝,1,80,80.0,50,50,50,50
李康成,1,20,20.0,19,19,18,17
辛弘智,1,20,20.0,18,19,18,17
張熾,1,18,18.0,16,17,16,15
賈島,1,20,20.0,19,19,18,17
鄭錫,1,40,40.0,40,39,38,37
李廓,1,400,400.0,50,50,50,50
李嶷,1,90,90.0,50,50,50,50
虞羽客,1,100,100.0,50,50,50,50
獨孤及,1,160,160.0,50,50,50,50
王轂,1,14,14.0,14,13,12,11
獨孤綬著,1,72,72.0,50,50,50,50
仲子陵著,1,66,66.0,50,50,50,50
周徹著,1,72,72.0,50,50,50,50
李嶼著,1,115,115.0,50,50,50,50
王希羽著,1,36,36.0,31,32,32,32
裴皞著,1,36,36.0,27,30,32,32
陳乘著,1,48,48.0,44,44,44,44
唐廩著,1,62,62.0,50,50,50,50
林嵩著,1,64,64.0,50,50,50,50
張曙1著,1,36,36.0,32,32,32,32
汪極著,1,48,48.0,44,44,44,44
裴贄著,1,62,62.0,50,50,50,50
狄歸昌著,1,36,36.0,29,31,32,32
姚岩傑著,1,62,62.0,50,50,50,50
韓儀著,1,36,36.0,32,32,32,32
盧尚卿著,1,62,62.0,50,50,50,50
劉崇龜著,1,34,34.0,30,31,31,31
程賀著,1,32,32.0,27,29,30,29
李克恭著,1,62,62.0,50,50,50,50
鄭合著,1,36,36.0,31,32,32,32
盧嗣業著,1,48,48.0,44,44,44,44
許三畏著,1,64,64.0,50,50,50,50
李廷璧著,1,60,60.0,50,50,50,50
盧攜著,1,24,24.0,22,22,22,21
羊昭業著,1,64,64.0,50,50,50,50
魏樸著,1,100,100.0,50,50,50,50
崔璐著,1,134,134.0,50,50,50,50
陳黯著,1,24,24.0,23,23,22,21
柯崇著,1,72,72.0,50,50,50,50
劉崇魯著,1,34,34.0,30,31,31,31
南詔驃信著,1,72,72.0,50,50,50,50
李縞著,1,36,36.0,30,32,32,32
王越賓著,1,36,36.0,32,32,32,32
杜常著,1,34,34.0,28,30,31,31
張直著,1,134,134.0,50,50,50,50
荊浩著,1,48,48.0,42,44,44,44
周鏞著,1,64,64.0,50,50,50,50
馬冉著,1,23,23.0,22,22,21,20
張迥1著,1,44,44.0,41,42,42,41
蔣肱著,1,64,64.0,50,50,50,50
蕭項著,1,64,64.0,50,50,50,50
高衢著,1,36,36.0,30,32,32,32
張綺著,1,36,36.0,30,31,32,32
王碩著,1,36,36.0,31,32,32,32
孫定著,1,62,62.0,50,50,50,50
李昌鄴著,1,36,36.0,32,32,32,32
韋冰著,1,36,36.0,30,32,32,32
王滌著,1,36,36.0,31,32,32,32
王祝著,1,36,36.0,32,32,32,32
劉谷著,1,36,36.0,29,31,32,32
陸貞洞著,1,36,36.0,32,32,32,32
周祚著,1,32,32.0,27,30,30,29
胡駢著,1,64,64.0,50,50,50,50
崔庸著,1,24,24.0,23,23,22,21
李旭著,1,64,64.0,50,50,50,50
薛准著,1,34,34.0,30,31,31,31
孫蜀著,1,36,36.0,29,31,32,32
顧封人著,1,72,72.0,50,50,50,50
李拯著,1,36,36.0,30,32,32,32
蕭縝著,1,36,36.0,31,32,32,32
劉暌著,1,64,64.0,50,50,50,50
王嚴著,1,48,48.0,44,44,44,44
于瑰著,1,96,96.0,50,50,50,50
李鄴著,1,48,48.0,44,44,44,44
薛蒙著,1,48,48.0,43,44,44,44
田章著,1,48,48.0,43,44,44,44
李汶儒著,1,48,48.0,44,44,44,44
李續著,1,48,48.0,44,44,44,44
李朋著,1,48,48.0,44,44,44,44
趙牧著,1,130,130.0,50,50,50,50
盧順之著,1,64,64.0,50,50,50,50
李明遠著,1,48,48.0,44,44,44,44
王鐐著,1,22,22.0,20,20,20,19
崔元範著,1,36,36.0,32,32,32,32
李訥著,1,36,36.0,29,32,32,32
南卓著,1,34,34.0,31,31,31,31
李質著,1,48,48.0,44,44,44,44
劉皋著,1,46,46.0,38,42,43,43
鄭顥著,1,120,120.0,50,50,50,50
魏謨著,1,24,24.0,24,23,22,21
夏侯孜著,1,40,40.0,35,36,36,36
令狐綯著,1,36,36.0,25,29,31,32
潘唐著,1,64,64.0,50,50,50,50
張良器著,1,96,96.0,50,50,50,50
李渥著,1,64,64.0,50,50,50,50
劉璐著,1,48,48.0,42,43,44,44
盧栯著,1,48,48.0,44,44,44,44
李體仁著,1,72,72.0,50,50,50,50
盧駢著,1,24,24.0,24,23,22,21
裴澈著,1,36,36.0,31,32,32,32
張演著,1,36,36.0,30,32,32,32
孫緯著,1,48,48.0,39,43,44,44
鄭洪業著,1,71,71.0,50,50,50,50
韋承貽著,1,100,100.0,50,50,50,50
伊璠著,1,64,64.0,50,50,50,50
牛征著,1,48,48.0,42,44,44,44
張叢著,1,48,48.0,43,44,44,44
李嶸著,1,36,36.0,32,32,32,32
陳琡著,1,34,34.0,28,31,31,31
劉損著,1,192,192.0,50,50,50,50
裴鉶著,1,64,64.0,50,50,50,50
崔安潛著,1,34,34.0,30,31,31,31
鄭嵎著,1,1535,1535.0,50,50,50,50
柳珪著,1,64,64.0,50,50,50,50
郭夔著,1,62,62.0,50,50,50,50
李節著,1,131,131.0,50,50,50,50
封彥卿著,1,36,36.0,31,32,32,32
崔澹著,1,36,36.0,32,32,32,32
陸肱著,1,42,42.0,40,41,40,39
盧鄴著,1,36,36.0,32,32,32,32
王傳著,1,64,64.0,50,50,50,50
王良會著,1,48,48.0,44,44,44,44
趙叔達著,1,48,48.0,41,43,44,44
盧嗣立著,1,64,64.0,50,50,50,50
張昭著,1,124,124.0,50,50,50,50
油蔚著,1,64,64.0,50,50,50,50
安錡著,1,48,48.0,43,44,44,44
陸弘休著,1,64,64.0,50,50,50,50
吳圓著,1,34,34.0,30,31,31,31
李曜著,1,34,34.0,31,31,31,31
韓嶼著,1,63,63.0,50,50,50,50
李祜著,1,36,36.0,30,31,32,32
武翊黃著,1,72,72.0,50,50,50,50
張震著,1,48,48.0,38,41,42,43
何象著,1,24,24.0,23,23,22,21
嚴識玄著,1,46,46.0,41,43,43,43
劉山甫著,1,36,36.0,31,32,32,32
曾麻幾著,1,32,32.0,28,30,30,29
夏鴻著,1,64,64.0,50,50,50,50
王繼勳著,1,64,64.0,50,50,50,50
沈韜文著,1,27,27.0,22,24,24,24
杜建徽著,1,22,22.0,20,20,20,19
梁震著,1,36,36.0,30,31,32,32
路洵美著,1,44,44.0,41,42,42,41
劉章著,1,62,62.0,50,50,50,50
張觀著,1,64,64.0,50,50,50,50
丁元和著,1,30,30.0,29,29,28,27
劉羲叟著,1,36,36.0,30,32,32,32
劉義度著,1,23,23.0,23,22,21,20
金昌緒著,1,22,22.0,21,21,20,19
鄭軌著,1,48,48.0,44,44,44,44
楊奇鯤著,1,48,48.0,44,45,45,45
徐安期著,1,32,32.0,29,30,30,29
張仲謀著,1,34,34.0,28,31,31,31
秦尚運著,1,36,36.0,29,32,32,32
李延陵著,1,144,144.0,50,50,50,50
安鴻漸著,1,36,36.0,31,32,32,32
李韶著,1,36,36.0,31,32,32,32
董初著,1,46,46.0,42,43,43,43
解彥融著,1,110,110.0,50,50,50,50
何贊著,1,60,60.0,50,50,50,50
謝陶著,1,44,44.0,32,40,42,41
朱琳著,1,46,46.0,41,43,43,43
陳述著,1,38,38.0,34,34,34,34
徐璧著,1,22,22.0,22,21,20,19
劉戩著,1,82,82.0,50,50,50,50
朱絳著,1,34,34.0,30,31,31,31
顏舒著,1,46,46.0,42,43,43,43
李習著,1,34,34.0,28,31,31,31
李何著,1,22,22.0,21,21,20,19
符子珪著,1,44,44.0,38,41,42,41
梁獻著,1,46,46.0,42,43,43,43
張修之著,1,46,46.0,41,42,43,43
張烜著,1,46,46.0,43,43,43,43
郭恭著,1,24,24.0,23,23,22,21
劉夷道著,1,23,23.0,23,22,21,20
楊齊哲著,1,48,48.0,42,44,44,44
楊鼎夫著,1,64,64.0,50,50,50,50
李浩弼著,1,64,64.0,50,50,50,50
